,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
220024,220278,zzy-223@63s-w38-kzz,sg:ae547de2d6ed40c396125765e58d1b13,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,Dairy Queen,Prime Outlets At Hagerstown,Hagerstown,MD,21740,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,Dairy Queen,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,483,421,"[21,30,42,0,18,9,17,19,11,17,20,9,18,8,7,13,23,24,8,13,12,3,15,31,31,10,10,6,24,14]",240430010011,"{""240430109001"":16,""240430105003"":10,""240430113021"":7,""240430115001"":6,""240430113013"":6,""240430009002"":6,""540039719002"":6,""420550118001"":5,""240217525022"":5,""240430113022"":4,""240430005003"":4,""240450107023"":4,""240430102003"":4,""240430003012"":4,""240276011071"":4,""420550116002"":4,""240430109003"":4,""420550125011"":4,""240430106004"":4,""420131003003"":4,""240430008001"":4,""240430002001"":4,""540379726021"":4,""420550116001"":4,""540859625004"":4,""240430010011"":4,""240217510011"":4,""511710405001"":4,""340230062051"":4,""240317008231"":4,""240430104002"":4,""510594712022"":4,""240276030031"":4,""240317007132"":4,""240430006011"":4,""420270123002"":4,""240317013173"":4,""240430114003"":4,""240135042013"":4,""250235441001"":4,""340170128003"":4,""240217510024"":4,""240217518022"":4,""540379722011"":4,""421330105101"":4,""420410125021"":4,""240430115002"":4,""240430108012"":4,""420550123002"":4,""240430114001"":4,""240217508031"":4,""240430112014"":4,""420550125012"":4,""240378756003"":4,""240430001001"":4,""240430103002"":4,""240276030011"":4,""240217519012"":4,""360130372002"":4,""420550120004"":4,""420130110011"":4,""240253012023"":4,""240430106001"":4,""540379723002"":4,""240430111004"":4,""420550125021"":4,""240217522011"":4,""240317008191"":4,""240430116002"":4,""420550124001"":4,""511770203092"":4,""240430103001"":4,""420550110003"":4,""240430006021"":4,""420010312011"":4,""240430109004"":4,""540659707002"":4,""540039721021"":4,""240317011012"":4,""540039714003"":4,""240317050002"":4,""240217519011"":4,""240430112013"":4,""230099663003"":4,""240430116001"":4,""540659708001"":4,""540039712013"":4,""540039717003"":4,""420639611022"":4}","{""240430109001"":12,""540039720005"":7,""240430104004"":7,""240430113013"":6,""240098604013"":6,""240430104002"":6,""240430114001"":5,""540039719002"":5,""420550114001"":5,""110010002023"":5,""240430112013"":5,""240430106001"":4,""540039720003"":4,""240430006011"":4,""540570105004"":4,""420550113012"":4,""240217707003"":4,""240037510002"":4,""240317008151"":4,""240338004121"":4,""240317050002"":4,""540659707002"":4,""240430010022"":4,""420130113003"":4,""240430114003"":4,""240430113021"":4,""240430109003"":4,""420550124001"":4,""240037402014"":4,""240450101013"":4,""240217512021"":4,""540039713004"":4,""510690505005"":4,""420550112002"":4,""240230004001"":4,""240430112014"":4,""240430104003"":4,""240217512033"":4,""540039718002"":4,""240430006012"":4,""540039718001"":4,""240054084001"":4,""540039712014"":4,""540039721026"":4,""230099663003"":4,""240217507012"":4,""401091067081"":4,""240430103001"":4,""510690511023"":4,""420550123003"":4,""420130112003"":4,""420550116002"":4,""240430111004"":4,""240338072001"":4,""240430116002"":4,""240010010001"":4,""360130305002"":4,""240430002003"":4,""240430114002"":4,""240054041012"":4,""240430116001"":4,""240430002001"":4,""240430010011"":4,""360130372002"":4,""240217510011"":4,""240253012023"":4,""540379722011"":4,""240217525022"":4,""240010005002"":4,""240430111001"":4,""240430010013"":4,""240430115001"":4,""240430003012"":4,""340230006032"":4,""540859625004"":4}","{""US"":411,""TH"":4}",30964.0,21.0,"{""<5"":10,""5-10"":102,""11-20"":97,""21-60"":210,""61-120"":30,""121-240"":14,"">240"":20}","{""Simon mall"":99,""Sheetz"":16,""Hobby Lobby Stores"":12,""Panera Bread"":11,""CVS"":11,""Fresenius Kidney Care"":10,""New York & Company"":10,""Target"":9,""Buick"":9,""Yankee Candle"":8,""Red Roof Inn"":8,""Checkers Drive-In Restaurants"":6,""Best Buy"":6,""Walmart"":6,""M&T Bank"":5}","{""Simon mall"":98,""Sheetz"":52,""McDonald's"":44,""Walmart"":39,""Chick-fil-A"":38,""Starbucks"":26,""Target"":26,""Exxon Mobil"":25,""Dunkin'"":24,""CVS"":22,""Dollar General"":21,""Wendy's"":19,""Lowe's"":18,""Taco Bell"":18,""Sam's Club"":17,""Burger King"":16,""Dollar Tree"":16,""ALDI"":14,""Martin's Foods"":14,""Panera Bread"":13}","[0,0,0,0,0,0,0,0,3,8,34,60,83,105,120,101,91,89,69,41,14,9,6,1]","{""Monday"":45,""Tuesday"":50,""Wednesday"":43,""Thursday"":74,""Friday"":83,""Saturday"":113,""Sunday"":75}","{""android"":129,""ios"":289}"
222103,222360,226-222@63s-whh-52k,sg:6d4d8cffab54412ebebc961e7346c1b7,,,Stotties Mobile Auto Detailing,1120 Pope Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,114,24,"[2,9,10,7,9,3,3,1,1,0,0,5,2,0,0,5,12,1,2,3,1,0,3,8,14,1,2,5,5,0]",240430006021,"{""240217529002"":4,""240430008001"":4,""240217526011"":4,""240430003012"":4,""240430006021"":4,""240430104001"":4,""420550104004"":4}","{""540039711022"":5,""540039713002"":4,""420550109001"":4,""240430006021"":4,""240430008001"":4,""240430007003"":4}","{""US"":27}",8001.0,52.5,"{""<5"":1,""5-10"":19,""11-20"":13,""21-60"":25,""61-120"":17,""121-240"":19,"">240"":20}","{""Sheetz"":100,""McDonald's"":63}","{""Sheetz"":70,""McDonald's"":64,""Dollar General"":56,""Walmart"":49,""Taco Bell"":31,""7-Eleven"":30,""Exxon Mobil"":29,""Food Lion"":28,""KFC"":27,""BP"":26,""Mission BBQ"":25,""Red Robin Gourmet Burgers"":24,""Burger King"":24,""CVS"":24,""Starbucks"":21,""Martin's Foods"":21,""LEDO Pizza"":21,""M&T Bank"":21,""Fresenius Kidney Care"":21,""Sam's Club Fuel Center"":19}","[20,21,19,13,10,10,8,7,6,7,7,7,10,14,18,18,22,24,22,25,31,28,26,22]","{""Monday"":17,""Tuesday"":10,""Wednesday"":9,""Thursday"":8,""Friday"":18,""Saturday"":30,""Sunday"":22}","{""android"":13,""ios"":11}"
226844,227104,224-222@63s-whm-7t9,sg:1938f6f9780149efab7bb3099d55cb1a,,,Hair Rescue,19800 Jefferson Blvd,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,34,19,"[1,0,6,0,0,1,1,1,0,1,0,0,1,1,2,1,1,0,2,2,0,2,2,1,0,2,2,1,2,1]",240430112013,"{""420750027012"":4}","{""240430112021"":4,""240217526023"":4}","{""US"":16}",5743.0,132.0,"{""<5"":0,""5-10"":5,""11-20"":3,""21-60"":3,""61-120"":6,""121-240"":2,"">240"":15}",{},"{""Sheetz"":52,""McDonald's"":38,""CVS"":37,""Exxon Mobil"":33,""High's"":32,""Taco Bell"":31,""Martin's Foods"":26,""Lowe's"":26,""Dairy Queen"":22,""Burger King"":21,""Roy Rogers"":21,""Five Below"":20,""Texas Roadhouse"":19,""Domino's Pizza"":19,""Simon mall"":19,""Sam's Club"":18,""Rutter's Farm Stores"":16,""Dollar Tree"":16,""Weis Markets"":16,""The Home Depot"":15}","[0,0,0,0,0,0,0,0,5,19,19,17,18,19,15,14,15,10,7,2,2,3,3,2]","{""Monday"":4,""Tuesday"":6,""Wednesday"":3,""Thursday"":8,""Friday"":4,""Saturday"":9,""Sunday"":0}","{""android"":9,""ios"":8}"
226890,227150,zzw-223@63s-ws4-4d9,sg:1d18940ef84342a0aa235db61664f123,zzw-223@63s-ws4-45f,sg:d2b7ae80f88842bdbd3dc82732977578,Nikko Japanese Steak and Seafood,1580 Wesel Blvd Ste F,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,228,204,"[11,14,9,2,7,6,14,4,12,6,5,4,7,7,5,8,13,4,4,4,13,7,10,12,12,4,4,5,3,12]",240430009003,"{""240430010023"":11,""540039712014"":10,""240430106001"":8,""240430104004"":7,""420099605003"":7,""240430108012"":6,""240430006021"":6,""420550117002"":5,""240430105003"":5,""240430112014"":4,""240430109001"":4,""240430114002"":4,""240430103003"":4,""240430115001"":4,""420579603003"":4,""420550120001"":4,""240430114001"":4,""240430104003"":4,""420550125022"":4,""240430104002"":4,""540039721012"":4,""240430010012"":4,""240430107002"":4,""420550117001"":4,""240430106004"":4,""540039711012"":4,""240430005003"":4,""240430009003"":4,""240430003021"":4,""420550118001"":4,""240430003012"":4,""240430105001"":4,""240450104002"":4,""240430006012"":4,""420550125021"":4,""240430108011"":4,""240430108021"":4,""240430010022"":4,""420550121001"":4,""240430113011"":4,""540379725011"":4}","{""240217519023"":11,""240430104004"":7,""240430106001"":6,""240430112014"":6,""540039711012"":6,""240317008183"":5,""240430105003"":5,""240430009002"":5,""240430009003"":5,""240430010011"":5,""240430111002"":4,""240430105001"":4,""240430108021"":4,""510690511013"":4,""540659708004"":4,""240010018002"":4,""240430103002"":4,""540570106001"":4,""420550121001"":4,""240430010023"":4,""240430108011"":4,""420579602004"":4,""240317014204"":4,""240430109001"":4,""240430006021"":4,""420550117001"":4,""420099609004"":4,""240430115001"":4,""240430114001"":4,""240010016001"":4,""540039712014"":4,""240430113011"":4,""240430105004"":4,""240430115002"":4,""240430005001"":4,""420550119002"":4,""240430003012"":4,""518400003023"":4,""420550117002"":4,""420579601003"":4,""420550119003"":4,""240430104002"":4,""240430006011"":4,""420550118001"":4}","{""US"":205}",13847.0,49.5,"{""<5"":4,""5-10"":27,""11-20"":17,""21-60"":104,""61-120"":66,""121-240"":4,"">240"":6}","{""Wingstop"":25,""Hobby Lobby Stores"":25,""Dairy Queen"":24,""Simon mall"":16,""Cicis"":15,""Sheetz"":15,""AT&T"":14,""Carroll Independent Fuel"":11,""Primanti Bros."":7,""Best Buy"":7}","{""Sheetz"":71,""McDonald's"":49,""Walmart"":42,""Chick-fil-A"":39,""Dunkin'"":35,""Exxon Mobil"":31,""CVS"":28,""Taco Bell"":28,""Wendy's"":27,""Lowe's"":26,""Martin's Foods"":26,""Simon mall"":26,""Dollar General"":24,""Target"":23,""Hobby Lobby Stores"":21,""Sam's Club"":20,""Dollar Tree"":20,""Fresenius Kidney Care"":19,""Starbucks"":19,""Red Robin Gourmet Burgers"":18}","[1,1,1,1,1,1,1,2,4,5,7,19,36,26,8,10,23,71,103,75,28,23,0,0]","{""Monday"":19,""Tuesday"":21,""Wednesday"":39,""Thursday"":30,""Friday"":56,""Saturday"":40,""Sunday"":23}","{""android"":78,""ios"":126}"
227825,228086,zzw-222@63s-ws4-zpv,sg:70579d66cd58432f9bb3334f0f83786a,,,National Tire & Battery (NTB),17608 Valley Mall Rd,Halfway,MD,21740,SG_BRAND_7f044785a50c420953458855434e0adf,National Tire & Battery (NTB),2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,26,11,"[2,0,3,0,0,1,0,0,1,3,0,2,2,1,1,0,3,0,2,0,1,1,0,0,0,1,0,0,1,1]",240430009003,"{""240430109001"":4,""240217756001"":4,""511076101022"":4}","{""240430110003"":4,""240430109001"":4}","{""US"":12}",26150.0,183.5,"{""<5"":1,""5-10"":1,""11-20"":3,""21-60"":4,""61-120"":2,""121-240"":5,"">240"":10}","{""Dunkin'"":99,""Glory Days Grill"":33}","{""Burger King"":68,""Sheetz"":63,""McDonald's"":58,""Dollar General"":57,""Exxon Mobil"":51,""Chick-fil-A"":48,""Walmart"":46,""Sunoco"":43,""BP"":42,""Lowe's"":40,""Taco Bell"":39,""Shell Oil"":37,""ROCS"":36,""Ford Motor Company"":35,""Simon mall"":34,""Sam's Club"":33,""Costco"":33,""Dairy Queen"":32,""The Home Depot"":31,""Rutter's Farm Stores"":27}","[0,0,0,0,0,0,8,11,12,11,11,12,13,13,11,10,10,9,3,0,0,0,0,0]","{""Monday"":5,""Tuesday"":3,""Wednesday"":2,""Thursday"":5,""Friday"":2,""Saturday"":9,""Sunday"":0}","{""android"":6,""ios"":5}"
232865,233129,zzw-222@63s-w38-r49,sg:39f1402b5d944caf87b3220e363d36b3,,,ALDI,10447 Sharpsburg Pike,Hagerstown,MD,21740,SG_BRAND_41267d9fb3826d417e32077a3b0a35e5,ALDI,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,1012,655,"[46,33,78,15,24,23,29,23,34,41,39,32,32,35,25,42,34,54,22,24,40,23,44,42,33,30,21,32,27,35]",240430109001,"{""240430109001"":87,""240430115001"":24,""240430116001"":17,""240430111004"":17,""240430109002"":16,""240430115002"":16,""240430113013"":15,""240430108012"":13,""240430114001"":11,""240430109004"":11,""240430006021"":10,""240430010013"":10,""240430010023"":9,""240430112011"":9,""540379722031"":8,""540039711023"":8,""240430113021"":8,""240430109003"":8,""240430112013"":8,""240430010022"":7,""240010001002"":7,""240430002002"":7,""240430003022"":6,""240430105003"":6,""240430111001"":6,""240430114002"":6,""240430106001"":6,""240430108021"":6,""240430113022"":5,""240430105001"":5,""240430108011"":5,""240430005003"":5,""240430107002"":5,""420970807001"":4,""110010088031"":4,""240217510033"":4,""240317003084"":4,""240010005002"":4,""240430008002"":4,""510594803001"":4,""240430115004"":4,""240430001001"":4,""240010019001"":4,""240430113023"":4,""240430114003"":4,""240430115003"":4,""240430003012"":4,""240217526014"":4,""420579603003"":4,""240317010062"":4,""540379722012"":4,""240430105004"":4,""240430007003"":4,""240430113011"":4,""420550119003"":4,""240430103002"":4,""540039712012"":4,""240430104001"":4,""240430104004"":4,""240338074091"":4,""390490063842"":4,""420550116002"":4,""420010317002"":4,""240430106002"":4,""240430105002"":4,""240430112014"":4,""420550125011"":4,""540039711011"":4,""511076106013"":4,""240430003011"":4,""240217506002"":4,""240430007002"":4,""420579603004"":4,""240430103003"":4,""540039712015"":4,""240010001003"":4,""240430104003"":4,""240317010022"":4,""240217528022"":4,""240430111003"":4,""240430010021"":4,""540659710002"":4,""240430010014"":4,""240276051042"":4,""240430106003"":4,""420550117003"":4,""540039714004"":4,""540659708001"":4,""240430111002"":4,""540039712011"":4,""240430112021"":4,""420619510001"":4,""240430106004"":4,""240135141001"":4,""240217508032"":4,""400970403001"":4,""240338019014"":4,""245102704024"":4,""240430005002"":4,""240430108022"":4,""240317006142"":4}","{""240430109001"":63,""240430115001"":19,""240430116001"":19,""240430112013"":16,""240430006021"":12,""240430111004"":11,""240430113013"":11,""240430109002"":10,""240430109004"":10,""240430108011"":10,""240430114003"":10,""240430108012"":10,""240430114002"":9,""240430010023"":9,""240430010013"":9,""240430010011"":9,""240430114001"":9,""240430006011"":8,""240430115002"":8,""240430105003"":8,""240430010022"":7,""240430111003"":7,""240430106001"":7,""511076106013"":7,""240430109003"":6,""240430105001"":6,""240430111001"":5,""240430009003"":5,""240430005002"":5,""240430104004"":5,""240430113021"":5,""240430115003"":5,""180239508001"":5,""540039711011"":5,""240430008001"":4,""245102302001"":4,""240217525012"":4,""420454098023"":4,""240430003012"":4,""240430008002"":4,""240430108021"":4,""240430103001"":4,""420010316003"":4,""240430108022"":4,""240430003011"":4,""240010013002"":4,""240430113011"":4,""240217522042"":4,""240217529002"":4,""240430007002"":4,""240217519022"":4,""510131003002"":4,""240430004001"":4,""420550116002"":4,""240430112021"":4,""240430003022"":4,""540039719005"":4,""240430104002"":4,""240430005003"":4,""240430112012"":4,""240430001001"":4,""240430116002"":4,""240430103003"":4,""240430107001"":4,""240430112011"":4,""240430105002"":4,""240217522041"":4,""240217528022"":4,""240217510033"":4,""540039712012"":4,""240430113023"":4,""240430104001"":4,""240217526012"":4,""540039714004"":4,""240010001002"":4,""420579603003"":4,""421330205212"":4,""240430103002"":4,""240217507012"":4,""540659710002"":4,""240217530015"":4,""240430106004"":4,""240430004003"":4,""420550118001"":4,""240430105004"":4,""540379722012"":4,""240430007001"":4,""420010317002"":4,""240430102002"":4,""240430010014"":4,""240430009002"":4}","{""US"":651}",9891.0,9.0,"{""<5"":71,""5-10"":545,""11-20"":149,""21-60"":215,""61-120"":15,""121-240"":8,"">240"":9}","{""Walmart"":12,""Simon mall"":11,""Sam's Club"":8,""Burger King"":7,""Roy Rogers"":7,""Sheetz"":5}","{""Sheetz"":63,""Walmart"":53,""McDonald's"":46,""Simon mall"":37,""Chick-fil-A"":37,""Exxon Mobil"":33,""Dunkin'"":33,""Sam's Club"":31,""Lowe's"":31,""Dollar General"":25,""Target"":24,""Wendy's"":24,""CVS"":24,""Starbucks"":21,""Dollar Tree"":20,""Burger King"":20,""Fresenius Kidney Care"":20,""Taco Bell"":18,""Arby's"":16,""Martin's Foods"":16}","[1,0,0,0,0,5,19,67,98,115,149,92,86,97,105,95,106,102,90,52,19,0,0,0]","{""Monday"":108,""Tuesday"":100,""Wednesday"":136,""Thursday"":144,""Friday"":188,""Saturday"":195,""Sunday"":141}","{""android"":248,""ios"":408}"
233886,234151,222-222@63s-wh4-66k,sg:904dbb19f785441ca376802e5bffa8c8,,,Trailer Enterprises,13121 Maugansville Rd,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,126,51,"[6,3,4,3,7,5,11,6,6,6,4,5,6,5,3,2,5,1,6,2,4,2,3,3,1,2,7,4,3,1]",240430104003,"{""420550117004"":5,""240430005002"":5,""240430115003"":5,""420550116002"":4,""420579603001"":4,""240430106001"":4,""240430104003"":4,""540039712024"":4,""240430003011"":4,""240430105003"":4,""420550121001"":4,""420550119001"":4,""510690503001"":4}","{""540039712014"":4,""240430104003"":4,""540039712024"":4,""420950176061"":4,""540039711021"":4,""240430109001"":4,""240430114003"":4,""240430006021"":4,""420550121001"":4,""420550117004"":4,""540039712023"":4}","{""US"":47}",18741.0,35.0,"{""<5"":7,""5-10"":27,""11-20"":18,""21-60"":21,""61-120"":10,""121-240"":8,"">240"":35}","{""Fresenius Kidney Care"":25,""Sears Home Services"":25}","{""Sheetz"":74,""McDonald's"":44,""Exxon Mobil"":39,""Lowe's"":38,""The Home Depot"":32,""Burger King"":28,""Walmart"":27,""Dollar General"":26,""Tractor Supply Co."":26,""Chick-fil-A"":24,""Wendy's"":22,""Sam's Club"":20,""ALDI"":20,""Dunkin'"":20,""BP"":18,""Rutter's Farm Stores"":18,""Simon mall"":17,""Dick's Sporting Goods"":16,""Dairy Queen"":16,""ROCS"":16}","[0,0,2,0,0,0,22,23,41,45,49,52,46,42,43,44,23,9,4,4,5,4,0,0]","{""Monday"":20,""Tuesday"":20,""Wednesday"":24,""Thursday"":20,""Friday"":15,""Saturday"":18,""Sunday"":9}","{""android"":24,""ios"":18}"
234516,234781,22z-222@63s-whq-85f,sg:ce39d71aef604802905b715659b87409,,,Glitz & Glam Boutique,50 E Franklin St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,173,62,"[4,7,6,3,5,2,3,7,7,7,3,5,5,3,7,5,7,0,7,4,5,7,9,12,2,2,9,10,10,10]",240430005001,"{""240430005001"":6,""240430002003"":4,""240430112013"":4,""240430108012"":4,""420010304005"":4,""250092521012"":4,""540039713002"":4,""240430104004"":4,""240430112014"":4,""240430009001"":4,""240430112012"":4,""240430005002"":4}","{""240430005001"":9,""420010304005"":5,""420550122002"":4,""240430111001"":4,""240430112013"":4,""240430104004"":4,""240430002002"":4,""240430002001"":4,""240430112021"":4,""240430009001"":4,""240430005002"":4,""240430004003"":4,""240430109001"":4,""540039713003"":4}","{""US"":55}",3892.0,62.0,"{""<5"":5,""5-10"":40,""11-20"":10,""21-60"":30,""61-120"":19,""121-240"":32,"">240"":37}","{""High's"":50,""Exxon Mobil"":28,""KFC"":25,""Merrill Lynch"":17}","{""Sheetz"":64,""Walmart"":43,""McDonald's"":32,""CVS"":32,""Exxon Mobil"":32,""Simon mall"":27,""Dunkin'"":27,""7-Eleven"":24,""Sam's Club"":21,""Dollar Tree"":20,""Dollar General"":17,""Goodwill Industries"":15,""Jimmy John's"":15,""Popeyes Louisiana Kitchen"":14,""Wendy's"":13,""High's"":13,""Baymont Inn & Suites"":13,""PetSmart"":13,""Burger King"":13,""Days Inn"":12}","[5,4,5,6,4,3,3,8,10,20,42,48,55,55,52,65,52,41,36,26,18,18,13,8]","{""Monday"":19,""Tuesday"":20,""Wednesday"":21,""Thursday"":35,""Friday"":38,""Saturday"":32,""Sunday"":8}","{""android"":36,""ios"":30}"
236510,236777,223-222@63s-wsb-tn5,sg:84158692db40491585fcf43747efef19,,,Western Cary Building Products,1120 Business Center Dr Ste D,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,7,6,"[0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",240430010014,"{""240430009002"":4}","{""420550122001"":4,""240430009002"":4,""240430003022"":4}","{""US"":6}",10700.0,7.0,"{""<5"":0,""5-10"":5,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},"{""Walmart"":49,""Sheetz"":32,""Exxon Mobil"":29,""CVS"":28,""Dollar General"":26,""Chick-fil-A"":26,""Capitol Building Supply"":17,""Karns Quality Foods"":17,""PIVOT Physical Therapy"":17,""Carrier Enterprise"":17,""Go! Retail Group"":17,""Target Distribution"":17,""Brooks Brothers"":17,""Builders FirstSource"":17,""Martin's Foods"":17,""Aaron's"":17,""Tiger Rock Martial Arts"":17,""Rutter's Farm Stores"":17,""XPO"":17,""Gabe's"":17}","[0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,1]","{""Monday"":0,""Tuesday"":1,""Wednesday"":3,""Thursday"":1,""Friday"":0,""Saturday"":2,""Sunday"":0}","{""android"":5,""ios"":0}"
238830,239100,zzw-223@63s-whq-mp9,sg:501337cd3d3844b6b595c35591296739,,,Roy Rogers,100 N Burhans Blvd,Hagerstown,MD,21740,SG_BRAND_b3a32739ed4a3a2486e9b825eb6adac1,Roy Rogers,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,300,209,"[5,8,17,6,5,7,9,21,16,10,4,9,9,16,7,19,11,7,9,7,10,16,12,8,9,5,7,9,11,11]",240430004001,"{""240430003012"":8,""240430006021"":8,""240430005003"":6,""240430112021"":6,""240430008001"":5,""420550121001"":5,""240430003022"":5,""240430001001"":5,""240430104004"":5,""240430108021"":4,""240430112013"":4,""240430009001"":4,""110010092011"":4,""240430105002"":4,""240430106002"":4,""240430108012"":4,""240430104002"":4,""240430104003"":4,""540039711011"":4,""420550119002"":4,""240430008003"":4,""240430008002"":4,""240430104001"":4,""180973301033"":4,""240430003021"":4,""240430103003"":4,""240430105001"":4,""420550117002"":4,""240430007002"":4,""240430006012"":4,""240430113013"":4,""240430112014"":4,""240430105003"":4,""240430002001"":4,""420579603003"":4,""540039711024"":4,""240430004003"":4,""240430003011"":4}","{""240430006021"":8,""240430112021"":7,""420550117002"":6,""240430104004"":6,""240430005002"":6,""240430112013"":5,""240430010021"":5,""240430112014"":5,""420550119002"":5,""240430105002"":5,""240430009003"":5,""240430005003"":4,""420579601002"":4,""240430003011"":4,""240430112012"":4,""240430002002"":4,""240430004003"":4,""240430108011"":4,""240430010022"":4,""240430104001"":4,""240430007002"":4,""240430009001"":4,""240430004001"":4,""240430002001"":4,""240430003012"":4,""240430103001"":4,""240430106002"":4,""240430109001"":4,""240430104003"":4,""540039719001"":4,""240430004002"":4,""240430105001"":4,""240430003022"":4,""240430006011"":4,""240054011014"":4,""510690501002"":4,""540039712013"":4,""240430007001"":4,""240430106004"":4,""240430006012"":4,""420550123002"":4,""240430113013"":4,""240430010012"":4}","{""US"":199}",5028.0,8.0,"{""<5"":17,""5-10"":182,""11-20"":33,""21-60"":48,""61-120"":9,""121-240"":5,"">240"":6}","{""Exxon Mobil"":33,""Noodles & Company"":25,""Sheetz"":20,""Walmart"":15,""Tuesday Morning"":14,""7-Eleven"":14,""Primanti Bros."":11,""Five Guys"":11,""Outback Steakhouse"":6,""Music & Arts"":6,""Boys & Girls Clubs of America"":6,""Hyundai Motor"":5}","{""Sheetz"":67,""McDonald's"":51,""Walmart"":41,""Exxon Mobil"":39,""Wendy's"":32,""CVS"":32,""Lowe's"":32,""Dollar Tree"":29,""Dollar General"":29,""Taco Bell"":28,""Chick-fil-A"":27,""Dunkin'"":25,""Burger King"":24,""Sam's Club"":24,""Fresenius Kidney Care"":23,""Goodwill Industries"":22,""Simon mall"":22,""7-Eleven"":20,""Starbucks"":19,""KFC"":19}","[3,3,3,3,3,2,6,28,25,34,24,34,46,37,30,19,23,16,24,22,13,9,5,4]","{""Monday"":28,""Tuesday"":30,""Wednesday"":44,""Thursday"":60,""Friday"":66,""Saturday"":46,""Sunday"":26}","{""android"":106,""ios"":100}"
239081,239353,223-222@63s-wsb-8d9,sg:670f0e8381e84101a2e69f7d4fe08350,,,Vision Quest Ministries Inc,12101 Fallen Timbers Cir,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,58,25,"[0,1,2,3,0,5,1,1,4,2,0,3,1,2,1,4,3,0,3,2,2,2,4,3,2,1,2,1,1,2]",240430104004,"{""540039721012"":6,""510594618011"":6,""420010317001"":5,""240430005003"":4,""420550105002"":4,""420550119003"":4,""240430113013"":4,""240430111001"":4,""240430106004"":4,""240217505041"":4}","{""240430104004"":4,""240217528022"":4,""240037305041"":4,""420010317001"":4,""420550110001"":4}","{""US"":22}",29266.0,67.5,"{""<5"":1,""5-10"":14,""11-20"":7,""21-60"":7,""61-120"":4,""121-240"":7,"">240"":18}","{""Michaels Stores"":100,""Walmart"":43}","{""Sheetz"":51,""Exxon Mobil"":44,""Walmart"":42,""Lowe's"":39,""McDonald's"":37,""The Home Depot"":26,""CVS"":23,""Wendy's"":22,""Dollar General"":21,""7-Eleven"":21,""Dunkin'"":20,""High's"":20,""Five Below"":19,""Popeyes Louisiana Kitchen"":18,""Chick-fil-A"":17,""Weis Markets"":16,""Royal Farms"":16,""Fresenius Kidney Care"":16,""Red Lobster"":15,""Michaels Stores"":15}","[11,11,11,11,11,11,9,8,14,15,22,23,20,20,23,17,15,14,14,16,12,12,12,10]","{""Monday"":7,""Tuesday"":10,""Wednesday"":6,""Thursday"":5,""Friday"":15,""Saturday"":10,""Sunday"":5}","{""android"":12,""ios"":9}"
